Arquivo,Tela,ID,Nome,Descrição,Pré-condições,Resultado na tela,Como testar
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-017,Mês sem ano,Mês sozinho usa ano corrente.,Setembro + todos os anos.,Estreias de setembro do ano atual.,Filtrar mês atual.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-018,Meses em português,Janeiro–dezembro no select.,Select de mês.,Rótulos PT-BR corretos.,Abrir filtro de mês.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-019,Filtro por plataforma,Restringe a séries com streaming na plataforma.,Netflix selecionada.,Só séries com Netflix nos metadados.,Filtrar plataforma.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-020,Filtro por status,"Status cadastral (ex.: em exibição, encerrada).",Status escolhido.,Grade coerente com status no detalhe.,Filtrar status.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-021,Sem recarga duplicada na abertura,Abrir Séries não dispara segundo loading imediato.,Primeira visita OK.,Conteúdo estável até mudar filtro.,Abrir página e aguardar.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-022,Mudança de filtro recarrega,Alterar select atualiza grade.,Qualquer filtro mudado.,Spinner + nova lista.,Trocar gênero.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-023,Atualização após sync,Sync do catálogo pode atualizar a grade com a página aberta.,Sync em andamento.,Cards/contador mudam sem F5.,Manter Séries aberta durante sync.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-024,Spinner ao filtrar,Loading central substitui grade.,Filtro alterado.,Spinner até concluir.,Trocar filtro.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-025,Contador com total global,“X séries encontradas” usa total lógico do filtro.,> ~48 séries no filtro.,Contador alto com subconjunto na grade.,Filtro amplo; ler contador.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-026,Contador em carregamento,Texto **Carregando...** durante busca.,Filtro recém-alterado.,Sem número antigo.,Trocar filtro rapidamente.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-027,Grade responsiva,2–5 colunas; cards ~210px.,Resultados > 0.,Layout adapta ao viewport.,Redimensionar janela.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-028,Nenhum resultado,Filtro sem match.,Combinação impossível.,**Nenhuma série encontrada** + dica de ajustar filtros.,Filtro restritivo.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-029,Falha ao recarregar,Erre de rede ao filtrar não derruba página.,Rede off ao filtrar.,Grade pode zerar; sem crash.,Cortar rede ao filtrar.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-030,Listagem mais permissiva que a home,"A página Séries pode incluir séries “fracas” (poucos episódios, sem sinopse) que o carrossel Séries da **inicial** exclui.",Série marginal cadastrada.,Aparece em Séries; pode faltar na home.,Comparar mesmo título home vs Séries.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-031,Lote inicial na grade,~48 cards visíveis por vez sem “carregar mais”.,Filtro amplo.,"Dezenas de cards, contador pode ser maior.",Contar cards vs contador.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-032,Cards com gêneros e streaming,Informações aparecem quando cadastradas.,Série com gêneros/plataformas.,Texto/ícones no card.,Inspecionar card.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-033,Gêneros visíveis no card,Lista de gêneros no card quando existir.,Série com gêneros.,Gêneros legíveis.,Abrir card na grade.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-034,Conteúdo pode demorar a refletir,Mesma lógica de atualização gradual do catálogo.,Alteração recente.,Recarregar após intervalo.,Ver RN-SERIES-002.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-035,Opções de filtro coerentes,Gêneros/status/plataformas só aparecem se há séries associadas.,Catálogo variado.,Menus populados sem opções “vazias”.,Abrir cada select.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-036,Anos de estreia no filtro,Anos derivados da data de **estreia** da série.,Várias temporadas.,"Ano no filtro = ano de estreia, não de episódio recente.",Série antiga com ep novo: filtrar ano de estreia.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-037,Status em português,Labels traduzidos no select quando possível.,Status variados.,Texto PT no dropdown.,Abrir status.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-038,Home exige qualidade mínima,"Carrossel da inicial só mostra séries com pôster, sinopse, engajamento e nota mínima quando há muitos votos.",Série fraca vs forte.,Forte na home e Séries; fraca só em Séries.,Comparar presença home vs página.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-039,Home exige ≥ 2 episódios,Carrossel inicial ignora séries com um único episódio cadastrado (salvo exceções de carrossel mensal).,Série 1 ep.,Ausente na home; pode estar em Séries.,Comparar contagens.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-040,Home exige pôster e sinopse,Campos obrigatórios no carrossel da home.,Série sem sinopse.,Ausente na home; pode listar em Séries.,Mesmo título duas telas.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-041,Engajamento na home,Popularidade ou volume de votos mínimo no carrossel.,Série obscura.,Só na listagem Séries.,Buscar série obscura.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-042,Nota mínima na home,Muitos votos + nota baixa excluídos do carrossel.,Série mal avaliada popular.,Listagem Séries pode ainda mostrar.,Comparar.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-043,Estreias planejadas no carrossel mensal,Modo timeline da home pode incluir séries “planejadas” com critério mais flexível.,Série Planned futura.,Pode aparecer na home por mês; em Séries aparece se cadastrada.,Validar na home e em Séries.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-044,Data do episódio na timeline home,"Posição no carrossel da home usa **próximo episódio**, não só estreia da série.",Série com ep semanal.,Card na home alinhado ao ep; em Séries filtro mês usa estreia da série.,Série em exibição: home vs filtro mês em Séries.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-045,Ordem no carrossel mensal,Ordem na home por data de exibição/episódio; em Séries ordem alfabética (padrão).,Mesmo mês.,Ordens diferentes entre telas.,Comparar ordem home vs Séries filtrada.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-046,Carrossel por ano (home),Navegação por ano no carrossel da inicial; em Séries use filtro de ano.,Ano específico.,Home: slides; Séries: grade filtrada.,Filtrar ano em Séries.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-047,Ano sem dia confirmado (home),Blocos TBD existem na home; em Séries use status/detalhe.,Série TBA.,Detalhe pode mostrar incerteza; sem separador TBD aqui.,Comparar home vs detalhe em Séries.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-048,Contexto de temporadas na home,Cards do carrossel podem considerar datas de temporadas.,Nova temporada distante.,Home posiciona por ep; Séries filtra por estreia original se ano/mês de estreia.,Caso com nova temp.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-049,Formato do card home vs grade,"Campos visuais podem diferir levemente (próximo ep, contagem).",Mesma série.,Detalhes extras no carrossel home.,Abrir card home vs card Séries.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-050,Limite de itens no carrossel home,Faixa horizontal da home mostra subconjunto curado (~dezenas/centenas internas); Séries pagina ~48 visíveis.,Catálogo grande.,Home não lista tudo; Séries lista muito mais via filtros.,Contar visíveis em cada superfície.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-051,Detalhe pelo card,Clique abre modal/página de detalhe.,Card na grade/gaveta.,"Sinopse, temporadas, links.",Clicar card.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-052,Episódios por temporada,Lista de episódios acessível no fluxo de detalhe (não na grade).,Série com temporadas.,Episódios visíveis no detalhe.,Abrir detalhe → temporada.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-053,Sem edição pública,Cadastro alterado só por equipe interna.,Usuário comum.,Sem controles de admin em Séries.,Inspecionar página.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-054,Filtros habilitados,Selects não ficam permanentemente desabilitados.,Uso normal.,Todos clicáveis.,Usar filtros.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-055,Contador coerente,Total exibido alinhado ao filtro aplicado.,Filtro ativo.,Número faz sentido com busca manual por título.,Anotar contador + amostra.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-056,Recarregar reseta filtros,F5 volta ao estado inicial da página.,Filtros alterados.,Selects e lista padrão após reload.,F5 após filtrar.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-057,Listagem ampla sem filtro,Abrir Séries sem filtros mostra séries diversas do catálogo (paginadas).,Catálogo populado.,Grade com títulos variados.,Abrir Séries padrão.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-058,Gêneros só com séries,Gênero sem nenhuma série não aparece no menu.,Gênero órfão.,Ausente no select.,Revisar lista de gêneros.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-059,Plataformas só com séries,Mesma regra para streaming.,Plataforma sem séries.,Ausente no select.,Abrir plataformas.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-060,Erro total na listagem,"Falha grave ao montar lista mostra estado vazio/erro amigável, não tela branca.",Catálogo indisponível ao filtrar.,Empty ou mensagem; página intacta.,Simular indisponibilidade.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-061,Erro nos filtros,"Se opções de filtro não carregarem, selects podem ficar vazios mas página abre.",Falha na abertura.,Ver RN-SERIES-003.,Abrir com catálogo down.
03-SERIES.md,"página **Séries** do site (listagem completa de séries, acessível pelo menu ou pelo título da faixa Séries na página inicial).",RN-SERIES-062,Série planejada na listagem,Séries futuras “planejadas” podem aparecer na grade se cadastradas.,Série Planned.,Card visível; etiqueta **Em breve** quando aplicável.,Buscar estreia futura.
