Pacote,Camada_Testagem,ID_Regra,Nome_Regra,Arquivo_Inventario,Tela_Resumo,ID_Cenario,Titulo_Cenario,Objetivo,Tipo_Testagem,Pre_condicoes_TestE,Passos,Resultado_Esperado,Dados_Conta_Ambiente,Impedimentos_Conhecidos,Status_Elaboracao,QA_Autor,Data_Elaboracao,TL_Auditoria,TL_Comentario,TL_Data,Exploratorio_Validado
camadas-v1,Negativo,RN-SERIES-032,Cards com gêneros e streaming,03-SERIES.md,Séries,CT-RN-SERIES-032-N,Negativo: Cards com gêneros e streaming — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-032, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Série com gêneros/plataformas.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Série com gêneros/plataformas..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-032,Cards com gêneros e streaming,03-SERIES.md,Séries,CT-RN-SERIES-032-E,Exploratório: Cards com gêneros e streaming — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-032 após o caminho feliz.,Exploratório guiado,Série com gêneros/plataformas.,"**Charter (15 min)** — área: **Séries** · regra: Cards com gêneros e streaming.
**Contexto:** Informações aparecem quando cadastradas.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-033,Gêneros visíveis no card,03-SERIES.md,Séries,CT-RN-SERIES-033-F,Feliz: Gêneros visíveis no card,Caminho principal que confirma a regra RN-SERIES-033 (Gêneros visíveis no card).,Funcional manual,Série com gêneros.,"1. Abrir o site e navegar até **Séries**.
2. Abrir card na grade.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Gêneros legíveis.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-033,Gêneros visíveis no card,03-SERIES.md,Séries,CT-RN-SERIES-033-N,Negativo: Gêneros visíveis no card — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-033, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Série com gêneros.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Série com gêneros..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-033,Gêneros visíveis no card,03-SERIES.md,Séries,CT-RN-SERIES-033-E,Exploratório: Gêneros visíveis no card — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-033 após o caminho feliz.,Exploratório guiado,Série com gêneros.,"**Charter (15 min)** — área: **Séries** · regra: Gêneros visíveis no card.
**Contexto:** Lista de gêneros no card quando existir.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-034,Conteúdo pode demorar a refletir,03-SERIES.md,Séries,CT-RN-SERIES-034-F,Feliz: Conteúdo pode demorar a refletir,Caminho principal que confirma a regra RN-SERIES-034 (Conteúdo pode demorar a refletir).,Funcional manual,Alteração recente.,"1. Abrir o site e navegar até **Séries**.
2. Ver RN-SERIES-002.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Recarregar após intervalo.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-034,Conteúdo pode demorar a refletir,03-SERIES.md,Séries,CT-RN-SERIES-034-N,Negativo: Conteúdo pode demorar a refletir — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-034, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Alteração recente.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Alteração recente..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-034,Conteúdo pode demorar a refletir,03-SERIES.md,Séries,CT-RN-SERIES-034-E,Exploratório: Conteúdo pode demorar a refletir — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-034 após o caminho feliz.,Exploratório guiado,Alteração recente.,"**Charter (15 min)** — área: **Séries** · regra: Conteúdo pode demorar a refletir.
**Contexto:** Mesma lógica de atualização gradual do catálogo.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-035,Opções de filtro coerentes,03-SERIES.md,Séries,CT-RN-SERIES-035-F,Feliz: Opções de filtro coerentes,Caminho principal que confirma a regra RN-SERIES-035 (Opções de filtro coerentes).,Funcional manual,Catálogo variado.,"1. Abrir o site e navegar até **Séries**.
2. Abrir cada select.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Menus populados sem opções “vazias”.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-035,Opções de filtro coerentes,03-SERIES.md,Séries,CT-RN-SERIES-035-N,Negativo: Opções de filtro coerentes — sem a condição exigida,"Verificar que, sem a condição da regra RN-SERIES-035, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Catálogo variado.,"1. Abrir o site e navegar até **Séries**.
2. Usar usuário, dado ou estado **sem** a condição da regra (ex.: não logado se a regra exige login).
3. Repetir a mesma ação do caminho feliz.
4. Verificar que o elemento/comportamento **não** aparece ou permanece desabilitado.",O resultado feliz **não** ocorre; a tela permanece coerente (sem vazamento indevido).,Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-035,Opções de filtro coerentes,03-SERIES.md,Séries,CT-RN-SERIES-035-E,Exploratório: Opções de filtro coerentes — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-035 após o caminho feliz.,Exploratório guiado,Catálogo variado.,"**Charter (15 min)** — área: **Séries** · regra: Opções de filtro coerentes.
**Contexto:** Gêneros/status/plataformas só aparecem se há séries associadas.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-036,Anos de estreia no filtro,03-SERIES.md,Séries,CT-RN-SERIES-036-F,Feliz: Anos de estreia no filtro,Caminho principal que confirma a regra RN-SERIES-036 (Anos de estreia no filtro).,Funcional manual,Várias temporadas.,"1. Abrir o site e navegar até **Séries**.
2. Série antiga com ep novo: filtrar ano de estreia.
3. Confirmar na tela o **resultado feliz** descrito na regra.","Ano no filtro = ano de estreia, não de episódio recente.",Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-036,Anos de estreia no filtro,03-SERIES.md,Séries,CT-RN-SERIES-036-N,Negativo: Anos de estreia no filtro — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-036, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Várias temporadas.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Várias temporadas..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-036,Anos de estreia no filtro,03-SERIES.md,Séries,CT-RN-SERIES-036-E,Exploratório: Anos de estreia no filtro — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-036 após o caminho feliz.,Exploratório guiado,Várias temporadas.,"**Charter (15 min)** — área: **Séries** · regra: Anos de estreia no filtro.
**Contexto:** Anos derivados da data de **estreia** da série.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-037,Status em português,03-SERIES.md,Séries,CT-RN-SERIES-037-F,Feliz: Status em português,Caminho principal que confirma a regra RN-SERIES-037 (Status em português).,Funcional manual,Status variados.,"1. Abrir o site e navegar até **Séries**.
2. Abrir status.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Texto PT no dropdown.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-037,Status em português,03-SERIES.md,Séries,CT-RN-SERIES-037-N,Negativo: Status em português — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-037, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Status variados.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Status variados..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-037,Status em português,03-SERIES.md,Séries,CT-RN-SERIES-037-E,Exploratório: Status em português — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-037 após o caminho feliz.,Exploratório guiado,Status variados.,"**Charter (15 min)** — área: **Séries** · regra: Status em português.
**Contexto:** Labels traduzidos no select quando possível.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
